,Name,Year,Duration,Rated,Score,Metascore
4488,9. Waitress: The Musical,2023,2h 24m,No,7.9,74
4489,0. Million Dollar Arm,2014,2h 4m,PG,7.0,56
4490,1. Raging Grace,2023,1h 39m,No,5.9,65
4491,2. The Amazing Maurice,2022,1h 33m,PG,6.2,53
4492,3. Nights in Rodanthe,2008,1h 37m,PG-13,6.0,39
4493,4. American Renegades,2017,1h 46m,PG-13,5.5,33
4494,5. Testament of Youth,2014,2h 9m,PG-13,7.2,76
4495,6. Captain Corelli's Mandolin,2001,2h 11m,R,5.9,36
4496,7. Ophelia,2018,1h 46m,PG-13,6.5,60
4497,8. Holy Motors,2012,1h 55m,Not Rated,7.0,84
4498,"9. Relax, I'm from the Future",2022,1h 34m,No,5.3,65
4499,0. The Weather Man,2005,1h 42m,R,6.6,61
4500,1. Abducted in Plain Sight,2017,1h 31m,TV-14,6.8,0
4501,2. Don't Hang Up,2016,1h 23m,R,5.5,0
4502,3. From Beginning to End,2009,1h 34m,Not Rated,6.6,0
4503,4. Gone,2012,1h 34m,PG-13,5.9,36
4504,5. Shimmer Lake,2017,1h 26m,Not Rated,6.3,0
4505,6. Perfect Stranger,2007,1h 49m,R,5.7,31
4506,7. Lost River,2014,1h 35m,R,5.7,42
4507,8. Murder at Yellowstone City,2022,2h 7m,No,5.3,45
4508,9. Sniper: Ultimate Kill,2017,1h 30m,R,5.6,0
4509,0. The Invisible Woman,2013,1h 51m,R,6.1,75
4510,1. Troop Zero,2019,1h 34m,PG,6.9,58
4511,2. Concussion,2015,2h 3m,PG-13,7.1,55
4512,3. Fremont,2023,1h 31m,No,6.9,72
4513,4. Breakthrough,2019,1h 56m,PG,6.3,46
4514,5. The Osiris Child,2016,1h 35m,Not Rated,5.5,55
4515,6. The Wolf and the Lion,2021,1h 39m,PG,6.2,36
4516,7. Last Night of Amore,2023,2h 4m,No,7.2,0
4517,8. Butter,2011,1h 30m,R,6.2,40
4518,9. Consecration,2023,1h 31m,R,5.2,40
4519,0. Cowboy Bebop: The Movie,2001,1h 55m,TV-14,7.8,62
4520,1. One Fine Morning,2022,1h 52m,R,7.0,86
4521,2. Destroyer,2018,2h 1m,R,6.2,62
4522,3. Starter for 10,2006,1h 32m,PG-13,6.7,69
4523,4. Northern Comfort,2023,1h 37m,No,5.5,0
4524,5. The Mattachine Family,2023,1h 39m,No,6.3,0
4525,6. Sissy,2022,1h 42m,Not Rated,6.1,67
4526,7. The Deepest Breath,2023,1h 48m,PG,7.7,69
4527,8. Thank You for Your Service,2017,1h 49m,R,6.6,68
4528,9. Teen Titans GO! To the Movies,2018,1h 24m,PG,6.7,69
4529,0. I Could Never Be Your Woman,2007,1h 37m,PG-13,6.0,0
4530,1. Bleeding Steel,2017,1h 49m,R,5.2,43
4531,2. Mummies,2023,1h 28m,PG,5.9,0
4532,3. Killshot,2008,1h 35m,R,6.0,0
4533,4. In a Better World,2010,1h 58m,R,7.6,65
4534,5. Horsemen,2009,1h 30m,R,5.5,0
4535,6. Plank Face,2016,1h 31m,TV-MA,5.0,0
4536,7. The High Note,2020,1h 53m,PG-13,6.4,58
4537,8. The Great War,2024,1h 24m,TV-14,7.0,0
4538,9. Gunless,2010,1h 29m,No,6.4,0
4539,0. Red vs. Blue: Restoration,2024,1h 25m,16+,6.5,0
4540,1. Buffaloed,2019,1h 35m,Not Rated,6.2,61
4541,2. Dragonfly,2002,1h 44m,PG-13,6.1,25
4542,3. The Quiet,2005,1h 36m,R,6.1,29
4543,4. Abominable,2019,1h 37m,PG,7.0,61
4544,5. Tetro,2009,2h 7m,R,6.8,65
4545,6. The Girl Who Believes in Miracles,2021,1h 40m,PG,5.9,0
4546,7. The Birth of a Nation,2016,2h,R,6.5,69
4547,8. Rocky Aur Rani Kii Prem Kahaani,2023,2h 48m,Not Rated,6.5,0
4548,9. The Baytown Outlaws,2012,1h 38m,R,6.3,33
4549,0. Girl Lost,2016,1h 35m,No,6.1,0
4550,1. Trigger Point,2021,1h 25m,Not Rated,5.0,0
4551,2. I Can't Think Straight,2008,1h 22m,PG-13,6.5,0
4552,3. Antitrust,2001,1h 48m,PG-13,6.1,31
4553,4. Print It Black,2024,1h 26m,No,7.1,0
4554,5. On a Wing and a Prayer,2023,1h 42m,PG,5.5,19
4555,6. The Debt,2010,1h 53m,R,6.8,65
4556,7. Plan B,2024,1h 30m,No,7.0,0
4557,8. Unwelcome,2022,1h 44m,R,5.3,64
4558,9. Equals,2015,1h 41m,PG-13,6.0,43
4559,0. In Restless Dreams: The Music of Paul Simon,2023,3h 29m,No,8.0,0
4560,1. Rebel,2022,2h 15m,No,7.4,0
4561,2. America's Sweethearts,2001,1h 42m,PG-13,5.7,44
4562,3. Respect,2021,2h 25m,PG-13,6.6,61
4563,4. Nanny,2022,1h 39m,R,5.3,72
4564,5. Two Lovers,2008,1h 50m,R,7.0,74
4565,6. Dirty Girl,2010,1h 30m,R,6.4,37
4566,7. The Housemaid,2010,1h 47m,Not Rated,6.4,68
4567,8. The Eye,2008,1h 38m,PG-13,5.4,36
4568,9. My Cousin Rachel,2017,1h 46m,PG-13,6.0,63
4569,0. The Lazarus Effect,2015,1h 23m,PG-13,5.2,31
4570,1. Beirut,2018,1h 49m,R,6.5,69
4571,2. Rubikon,2022,1h 50m,Not Rated,5.0,49
4572,3. The Wild,2006,1h 22m,G,5.2,47
4573,4. Kajillionaire,2020,1h 44m,R,6.4,78
4574,5. Hell Fest,2018,1h 29m,R,5.5,26
4575,6. Mad Heidi,2022,1h 32m,No,5.5,0
4576,7. The Red Sea Diving Resort,2019,2h 9m,TV-MA,6.6,0
4577,8. The Hole in the Ground,2019,1h 30m,R,5.6,63
4578,9. The 33,2015,2h 7m,PG-13,6.9,55
4579,0. Little Ashes,2008,1h 52m,R,6.4,41
4580,1. Take Care of Maya,2023,1h 43m,TV-14,7.8,64
4581,2. Chak De! India,2007,2h 33m,Not Rated,8.1,68
4582,3. Love in Tahiti,2023,7.6 (90)Rate,No,7.6,0
4583,4. Somewhere,2010,1h 37m,R,6.3,67
4584,5. The War with Grandpa,2020,1h 34m,PG,5.7,34
4585,6. Pathfinder,2007,1h 39m,R,5.4,29
4586,7. The Witch: Part 1 - The Subversion,2018,2h 5m,Not Rated,7.1,0
4587,8. Bawaal,2023,2h 17m,No,6.6,0
4588,9. The Innkeepers,2011,1h 41m,R,5.5,64
4589,0. Irresistible,2020,1h 41m,R,6.3,47
4590,1. It Boy,2013,1h 32m,Not Rated,6.3,0
4591,2. Eephus,2024,1h 38m,No,8.3,82
4592,3. Below,2002,1h 45m,R,6.1,55
4593,4. Along for the Ride,2022,1h 46m,TV-14,6.1,55
4594,5. Extremely Loud & Incredibly Close,2011,2h 9m,PG-13,6.9,46
4595,6. A Kind of Murder,2016,1h 35m,R,5.3,50
4596,7. Rendez-Vous,2015,1h 40m,TV-MA,5.6,0
4597,8. Naked Weapon,2002,1h 30m,R,5.5,0
4598,9. Mayhem!,2023,1h 39m,R,6.3,55
4599,0. Automata,2014,1h 49m,R,6.0,37
4600,1. Frost/Nixon,2008,2h 2m,R,7.7,80
4601,2. Someone Like You,2001,1h 37m,PG-13,6.0,32
4602,3. As They Made Us,2022,1h 40m,R,5.8,61
4603,4. Nick and Norah's Infinite Playlist,2008,1h 30m,PG-13,6.6,64
4604,5. By the Sea,2015,2h 2m,R,5.3,45
4605,6. I Give It a Year,2013,1h 37m,R,5.7,50
4606,7. Danny Collins,2015,1h 46m,R,7.0,58
4607,8. Bowling for Columbine,2002,2h,R,8.0,72
4608,9. The Mortuary Collection,2019,1h 48m,Not Rated,6.4,69
4609,0. Young Ones,2014,1h 40m,R,5.8,47
4610,1. Runner Runner,2013,1h 28m,R,5.6,36
4611,2. Bosco,2024,1h 39m,TV-MA,5.7,0
4612,3. Tomcats,2001,1h 35m,R,5.3,15
4613,4. The Truth,2019,1h 46m,PG,6.5,76
4614,5. The House,2022,1h 29m,No,5.7,0
4615,6. Black Water,2007,1h 30m,R,5.8,0
4616,7. The Sisterhood of the Traveling Pants 2,2008,1h 59m,PG-13,6.2,63
4617,8. EO,2022,1h 28m,Not Rated,6.7,85
4618,9. Sister of Mine,2017,1h 34m,R,5.3,0
4619,0. The Devil's Double,2011,1h 49m,R,7.0,52
4620,1. A Week Away,2021,1h 34m,TV-PG,5.8,32
4621,2. Rumble Through the Dark,2023,1h 56m,R,5.7,0
4622,3. Run Sweetheart Run,2020,1h 44m,R,5.5,51
4623,4. A Vigilante,2018,1h 31m,R,5.7,68
4624,5. Bandidas,2006,1h 33m,PG-13,5.7,0
4625,6. One for the Money,2012,1h 31m,PG-13,5.3,22
4626,7. The Water Horse,2007,1h 52m,PG,6.4,71
4627,8. The Enforcer,2022,1h 30m,R,5.3,38
4628,9. A Mighty Wind,2003,1h 31m,PG-13,7.2,81
4629,0. The Escort,2015,1h 28m,Not Rated,6.0,0
4630,1. Pollock,2000,2h 2m,R,7.0,77
4631,2. The Last Exorcism,2010,1h 27m,PG-13,5.7,63
4632,3. Remember,2015,1h 34m,R,7.5,52
4633,4. Love & Friendship,2016,1h 30m,PG,6.4,87
4634,5. Choke,2008,1h 32m,R,6.4,47
4635,6. Free Fall,2013,1h 37m,Not Rated,7.5,0
4636,7. It's Such a Beautiful Day,2012,1h 2m,Not Rated,8.6,90
4637,8. Bubba Ho-Tep,2002,1h 32m,R,6.9,57
4638,9. The Blackout,2019,2h 7m,TV-MA,6.0,0
4639,0. Landscape with Invisible Hand,2023,1h 45m,R,6.0,53
4640,1. Fatman,2020,1h 40m,R,5.9,40
4641,2. The Nines,2007,1h 40m,R,6.2,52
4642,3. 28 Hotel Rooms,2012,1h 22m,Not Rated,5.7,50
4643,4. Catching Fire: The Story of Anita Pallenberg,2023,1h 53m,No,7.0,64
4644,5. American Dreamer,2022,1h 38m,R,5.8,60
4645,6. The Bronze,2015,1h 40m,R,6.1,44
4646,7. The Cellar,2022,1h 34m,No,5.3,49
4647,8. Alex Cross,2012,1h 41m,PG-13,5.2,30
4648,9. Passengers,2008,1h 33m,PG-13,5.8,40
4649,0. Rules of Engagement,2000,2h 8m,R,6.4,45
4650,1. A Prayer Before Dawn,2017,1h 56m,R,6.8,76
4651,2. The Contract,2006,1h 36m,R,5.6,0
4652,3. The Libertine,2004,1h 54m,R,6.2,44
4653,4. On Becoming a Guinea Fowl,2024,1h 35m,No,5.0,79
4654,5. Charlie St. Cloud,2010,1h 39m,PG-13,6.4,37
4655,6. The Boys in the Band,2020,2h 1m,R,6.8,70
4656,7. Dreamland,2019,1h 38m,R,5.9,57
4657,8. Housebound,2014,1h 47m,Not Rated,6.7,76
4658,9. Blindspotting,2018,1h 35m,R,7.4,75
4659,0. Texas Killing Fields,2011,1h 45m,R,5.7,49
4660,1. Son of a Gun,2014,1h 48m,R,6.4,49
4661,2. New Year's Eve,2011,1h 58m,PG-13,5.6,22
4662,3. Every Breath You Take,2021,1h 45m,R,5.3,32
4663,4. Stand Up Guys,2012,1h 35m,R,6.4,41
4664,5. Barber,2023,1h 30m,No,5.0,0
4665,6. Black Beauty,2020,1h 50m,TV-PG,6.4,52
4666,7. The Kitchen,2019,1h 42m,R,5.6,35
4667,8. The Soloist,2009,1h 57m,PG-13,6.7,61
4668,9. Hick,2011,1h 39m,R,5.5,28
4669,0. Sugar & Spice,2001,1h 21m,PG-13,5.7,48
4670,1. Queen & Slim,2019,2h 12m,R,7.1,74
4671,2. The Whistleblower,2010,1h 52m,R,7.1,59
4672,3. Coffee and Cigarettes,2003,1h 35m,R,7.0,65
4673,4. Night Raiders,2021,1h 41m,No,5.3,63
4674,5. Wendell & Wild,2022,1h 45m,PG-13,6.4,69
4675,6. Careful What You Wish For,2015,1h 31m,R,5.6,32
4676,7. Oliver Twist,2005,2h 10m,PG-13,6.8,65
4677,8. Johnny Puff: Secret Mission,2024,1h 27m,No,6.1,0
4678,9. Breaking Point,2023,1h 25m,No,5.0,0
4679,0. Teenage Kicks,2016,1h 38m,Unrated,6.5,0
4680,1. Turistas,2006,1h 33m,R,5.4,36
4681,2. Elektra Luxx,2010,1h 40m,R,5.0,50
4682,3. Trash,2014,1h 54m,R,7.1,50
4683,4. Thunder Road,2018,1h 32m,No,7.0,79
4684,5. Crown Vic,2019,1h 50m,R,6.5,47
4685,6. The Door in the Floor,2004,1h 51m,R,6.6,67
4686,7. Appendage,2023,1h 34m,TV-MA,5.3,65
4687,8. Fireproof,2008,2h 2m,PG,6.4,28
4688,9. The Cleansing Hour,2019,1h 34m,Not Rated,6.0,0
4689,0. Compartment Number 6,2021,1h 47m,R,7.2,80
4690,1. The Experts,2024,2h 1m,No,8.2,0
4691,2. Duck Butter,2018,1h 33m,Not Rated,5.3,58
4692,3. Last Holiday,2006,1h 52m,PG-13,6.6,52
4693,4. Blood Work,2002,1h 50m,R,6.4,64
4694,5. The Salesman,2016,2h 4m,PG-13,7.7,85
4695,6. Tell Me Who I Am,2019,1h 26m,TV-MA,7.6,69
4696,7. Erased,2012,1h 40m,R,6.0,34
4697,8. A Better Life,2011,1h 38m,PG-13,7.2,64
4698,9. The Double,2013,1h 33m,R,6.5,68
4699,0. Maggie,2015,1h 35m,PG-13,5.6,52
4700,1. Nim's Island,2008,1h 36m,PG,6.0,55
4701,"2. Miraculous: Ladybug & Cat Noir, the Movie",2023,1h 45m,PG,6.1,0
4702,3. Heart of Champions,2021,1h 59m,PG-13,5.9,0
4703,4. A Secret Promise,2011,1h 28m,PG-13,5.3,0
4704,5. Bride & Prejudice,2004,2h 2m,PG-13,6.2,55
4705,6. The Grudge 2,2006,1h 42m,PG-13,5.0,33
4706,7. Out of My Mind,2024,1h 42m,No,7.4,0
4707,8. Overdrive,2017,1h 33m,PG-13,5.4,0
4708,9. Pet,2016,1h 34m,R,5.7,48
4709,0. Braven,2018,1h 34m,R,5.9,61
4710,1. North Hollywood,2021,1h 33m,Not Rated,5.9,0
4711,2. A Lot Like Love,2005,1h 47m,PG-13,6.6,48
4712,3. The Space Between Us,2017,2h,PG-13,6.4,33
4713,4. Ask Me Anything,2014,1h 40m,Not Rated,6.0,0
4714,5. The Raven,2012,1h 50m,R,6.4,44
4715,6. The Ballad of Jack and Rose,2005,1h 52m,R,6.5,59
4716,7. Everything Must Go,2010,1h 37m,R,6.4,65
4717,8. Hobo with a Shotgun,2011,1h 26m,Not Rated,6.1,55
4718,9. Undisputed,2002,1h 34m,R,6.1,58
4719,0. Coriolanus,2011,2h 3m,R,6.1,79
4720,1. A Love Song for Bobby Long,2004,1h 59m,R,7.1,48
4721,2. The Teacher,2023,1h 55m,No,7.7,0
4722,3. Land,2021,1h 29m,PG-13,6.7,61
4723,4. Watching the Detectives,2007,1h 31m,Not Rated,6.2,0
4724,5. Anonymous,2011,2h 10m,PG-13,6.8,50
4725,6. The Rite,2011,1h 54m,PG-13,6.0,38
4726,"7. Tomorrow, When the War Began",2010,1h 44m,R,6.1,54
4727,8. Their Finest,2016,1h 57m,R,6.8,76
4728,9. Tabu,2012,1h 58m,Not Rated,7.3,78
4729,0. Shanghai Knights,2003,1h 54m,PG-13,6.2,58
4730,1. Hoot,2006,1h 31m,PG,5.5,46
4731,2. The Perfect Score,2004,1h 33m,PG-13,5.7,35
4732,3. Mr. Popper's Penguins,2011,1h 34m,PG,6.0,53
4733,4. Godzilla: Final Wars,2004,2h 5m,PG-13,6.3,0
4734,5. Goal! The Dream Begins,2005,1h 58m,PG,6.7,53
4735,6. Prisoner's Daughter,2022,1h 40m,R,6.4,48
4736,7. How to Plan an Orgy in a Small Town,2015,1h 41m,TV-MA,5.5,39
4737,8. Arctic,2018,1h 38m,PG-13,6.8,71
4738,9. Quasi,2023,1h 39m,R,5.3,51
4739,0. The Acrobat,2019,2h 14m,Not Rated,6.0,0
4740,1. The Maiden Heist,2009,1h 30m,PG-13,6.0,0
4741,2. Girl in the Picture,2022,1h 41m,TV-MA,7.3,0
4742,3. The Phantom of the Open,2021,1h 46m,PG-13,7.0,65
4743,4. On Fire,2023,1h 20m,PG-13,5.2,0
4744,5. Radius,2017,1h 33m,Not Rated,6.3,0
4745,6. South of Hope Street,2024,1h 41m,No,6.8,0
4746,7. Nine Days,2020,2h 4m,R,6.8,72
4747,8. 3000 Miles to Graceland,2001,2h 5m,R,6.0,21
4748,9. Red Dog,2011,1h 32m,PG,7.3,0
4749,0. The End of the Tour,2015,1h 46m,R,7.2,82
4750,1. Unpregnant,2020,1h 43m,PG-13,6.5,61
4751,2. The Broken Circle Breakdown,2012,1h 51m,Not Rated,7.7,70
4752,3. Queen & Country,2014,1h 54m,TV-14,6.2,68
4753,4. The Protector,2005,1h 51m,R,7.0,52
4754,5. A Christmas Carol,2009,1h 36m,PG,6.8,55
4755,6. Love Wedding Repeat,2020,1h 40m,TV-MA,5.6,41
4756,7. Time Changer,2002,1h 35m,PG,5.2,26
4757,8. Anselm,2023,1h 33m,No,7.2,82
4758,9. Giant Little Ones,2018,1h 33m,R,7.2,67
4759,0. Old Dogs,2009,1h 28m,PG,5.3,19
4760,1. Presence,2024,1h 25m,R,6.2,80
4761,2. The Week Of,2018,1h 56m,TV-14,5.2,41
4762,3. Laggies,2014,1h 39m,R,6.4,63
4763,4. Mean Machine,2001,1h 39m,R,6.4,45
4764,5. Alps,2011,1h 33m,Not Rated,6.3,69
4765,6. Marauders,2016,1h 47m,R,5.5,42
4766,7. Green Border,2023,2h 32m,No,6.4,83
4767,8. A Man Apart,2003,1h 49m,R,6.0,36
4768,9. The Storied Life of A.J. Fikry,2022,1h 45m,PG-13,6.5,0
4769,0. Dead End,2003,1h 25m,R,6.5,0
4770,1. Flag Day,2021,1h 49m,R,5.4,53
4771,2. How to Talk to Girls at Parties,2017,1h 42m,R,5.7,50
4772,3. P2,2007,1h 38m,R,5.9,37
4773,4. The Town That Dreaded Sundown,2014,1h 26m,R,5.6,47
4774,5. Reno 911!: Miami,2007,1h 24m,R,5.9,47
4775,6. Blinded by the Light,2019,1h 58m,PG-13,6.9,71
4776,7. Horror in the High Desert,2021,1h 22m,No,5.4,0
4777,8. Everly,2014,1h 32m,R,5.1,35
4778,9. The Reef,2010,1h 34m,R,5.8,0
4779,0. Dying,2024,3h 3m,No,7.6,0
4780,1. You're Not You,2014,1h 42m,R,7.3,56
4781,2. Nancy Drew,2007,1h 39m,PG,5.9,53
4782,3. American Murder: The Family Next Door,2020,1h 23m,TV-MA,7.2,67
4783,4. Rise of the Footsoldier: Part II,2015,1h 51m,R,5.4,0
4784,5. Crazy/Beautiful,2001,1h 39m,PG-13,6.4,61
4785,6. The Second Best Exotic Marigold Hotel,2015,2h 2m,PG,6.5,51
4786,7. Denial,2016,1h 49m,PG-13,6.8,63
4787,8. School for Scoundrels,2006,1h 40m,PG-13,5.9,44
4788,9. The Nightmare,2015,1h 31m,Not Rated,5.7,68
4789,0. Say You Will,2017,1h 35m,TV-14,6.8,0
4790,1. The Secret of Kells,2009,1h 15m,Not Rated,7.5,81
4791,2. Spinning Man,2018,1h 40m,R,5.7,44
4792,3. Butterfly Tale,2023,1h 28m,G,5.1,0
4793,4. See No Evil,2006,1h 24m,R,5.0,17
4794,5. Old World Order,2024,13+,No,8.2,0
4795,6. Where the Truth Lies,2005,1h 47m,Unrated,6.4,47
4796,7. The Girlfriend Experience,2009,1h 17m,R,5.5,66
4797,8. The House,2017,1h 28m,R,5.6,30
4798,9. Danger Close,2019,1h 58m,R,6.8,0
4799,0. Clean,2021,1h 34m,Not Rated,5.6,44
4800,1. The Kid,2019,1h 40m,R,5.9,51
4801,2. Scarlet Diva,2000,1h 30m,R,5.0,48
4802,3. Oh My Darling,2021,7.0 (140)Rate,No,7.0,0
4803,4. Down with Love,2003,1h 41m,PG-13,6.3,52
4804,5. Point Blank,2019,1h 26m,TV-MA,5.7,37
4805,6. The Forger,2014,1h 32m,R,5.8,32
4806,7. Vox Lux,2018,1h 54m,R,5.8,67
4807,8. Justice League: Warworld,2023,1h 29m,R,5.3,0
4808,9. Paranoia,2013,1h 46m,PG-13,5.6,32
4809,0. An Awkward Sexual Adventure,2012,1h 38m,Not Rated,6.1,0
4810,1. Brick Mansions,2014,1h 30m,PG-13,5.6,40
4811,2. Adult World,2013,1h 37m,R,6.1,61
4812,3. Divine Secrets of the Ya-Ya Sisterhood,2002,1h 56m,PG-13,6.1,48
4813,4. The Kid Detective,2020,1h 40m,R,7.0,74
4814,5. Paranormal Activity 3,2011,1h 23m,R,5.8,59
4815,6. Driveways,2019,1h 23m,No,7.2,83
4816,7. Barbershop,2002,1h 42m,PG-13,6.3,66
4817,8. The Duke,2020,1h 35m,R,6.9,74
4818,9. Chennai Express,2013,2h 21m,Not Rated,6.1,45
4819,0. Dark Blue,2002,1h 58m,R,6.6,57
4820,1. The Intruder,2019,1h 42m,PG-13,5.6,39
4821,2. Hart's War,2002,2h 5m,R,6.3,49
4822,"3. Oslo, August 31st",2011,1h 35m,Not Rated,7.6,84
4823,4. Shirley,2020,1h 47m,R,6.1,76
4824,5. The Notorious Bettie Page,2005,1h 31m,R,6.5,64
4825,6. Cake,2014,1h 42m,R,6.4,49
4826,7. A Thousand Words,2012,1h 31m,PG-13,5.8,26
4827,8. Brandy Hellville & the Cult of Fast Fashion,2024,1h 31m,TV-MA,6.2,0
4828,9. Lonesome,2022,1h 35m,TV-MA,6.5,0
4829,0. Krampus,2015,1h 38m,PG-13,6.2,49
4830,1. The Front Runner,2018,1h 53m,R,6.1,61
4831,2. Kevin & Perry Go Large,2000,1h 22m,R,5.7,0
4832,3. My First Summer,2020,1h 20m,Not Rated,6.7,0
4833,4. Beyond Skyline,2017,1h 46m,R,5.3,46
4834,5. Are You Here,2013,1h 54m,R,5.3,37
4835,6. Follow Me,2020,1h 31m,R,5.4,0
4836,7. To Rome with Love,2012,1h 52m,R,6.3,54
4837,8. Mad Money,2008,1h 44m,PG-13,5.9,41
4838,9. Brideshead Revisited,2008,2h 13m,PG-13,6.6,64
4839,0. Blood Ties,2013,2h 7m,R,6.5,45
4840,1. Sequin in a Blue Room,2019,1h 20m,No,5.9,79
4841,2. Severance,2006,1h 36m,R,6.4,62
4842,3. How I Live Now,2013,1h 41m,R,6.4,57
4843,4. Cold Creek Manor,2003,1h 58m,R,5.0,37
4844,5. Bad Samaritan,2018,1h 50m,R,6.4,42
4845,6. Ready to Rumble,2000,1h 47m,PG-13,5.3,23
4846,7. Evangelion: 3.0+1.01 Thrice Upon a Time,2021,2h 35m,TV-MA,8.0,85
4847,8. The Magdalene Sisters,2002,1h 54m,R,7.7,83
4848,9. Hotel for Dogs,2009,1h 40m,PG,5.5,51
4849,0. Ghajini,2008,3h 6m,Not Rated,7.3,0
4850,1. Stuart Little 2,2002,1h 17m,PG,5.5,66
4851,2. Heatwave,2022,1h 40m,R,5.0,0
4852,3. Big Game,2014,1h 50m,PG-13,5.4,53
4853,4. Donkey Punch,2008,1h 39m,R,5.2,43
4854,5. Call Jane,2022,2h 1m,R,6.4,62
4855,6. London,2005,1h 32m,R,6.4,24
4856,7. Batman Ninja,2018,1h 25m,PG-13,5.6,0
4857,8. The Final Cut,2004,1h 35m,PG-13,6.1,43
4858,9. The Boss,2016,1h 39m,R,5.4,40
4859,0. Galveston,2018,1h 33m,Not Rated,6.2,57
4860,1. She Came Back,2024,6.4 (24)Rate,No,6.4,0
4861,2. All Is True,2018,1h 41m,PG-13,6.3,59
4862,3. Rescued by Ruby,2022,1h 30m,TV-G,7.1,0
4863,4. 2:22,2017,1h 38m,PG-13,5.7,0
4864,5. Falcon Lake,2022,1h 40m,No,7.1,71
4865,6. Bobby,2006,1h 57m,R,7.0,54
4866,7. The Night Before,2015,1h 41m,R,6.4,58
4867,8. The Last Descent,2016,1h 45m,PG,5.5,0
4868,9. Hollywoodland,2006,2h 6m,R,6.5,62
4869,0. V/H/S/99,2022,1h 49m,Not Rated,5.1,58
4870,1. Good One,2024,1h 29m,R,7.0,80
4871,2. Cleaner,2007,1h 28m,R,6.1,49
4872,3. Babylon A.D.,2008,1h 30m,PG-13,5.5,26
4873,4. What Remains,2022,2h 11m,No,5.3,0
4874,5. Victoria & Abdul,2017,1h 51m,PG-13,6.8,58
4875,6. While We're Young,2014,1h 37m,R,6.3,77
4876,7. Skyggen i mit øje,2021,1h 47m,TV-MA,7.3,0
4877,8. Barbershop: The Next Cut,2016,1h 51m,PG-13,5.9,67
4878,9. Pele: Birth of a Legend,2016,1h 47m,PG,7.1,39
4879,0. Bruised,2020,2h 9m,R,6.2,52
4880,"1. Quo Vadis, Aida?",2020,1h 41m,Approved,8.0,97
4881,2. Holiday,2018,1h 33m,No,5.7,80
4882,3. Very Good Girls,2013,1h 31m,R,5.9,35
4883,4. Iron Sky: The Coming Race,2019,1h 33m,Not Rated,5.0,0
4884,5. Girl,2018,1h 45m,R,7.2,73
4885,6. Little Monsters,2019,1h 33m,R,6.3,59
4886,7. Knockaround Guys,2001,1h 32m,R,6.1,30
4887,8. Vamps,2012,1h 32m,PG-13,5.3,57
4888,9. S1m0ne,2002,1h 57m,PG-13,6.1,49
4889,0. Parkland,2013,1h 33m,PG-13,6.4,51
4890,1. Of an Age,2022,1h 40m,R,7.1,69
4891,2. When You Finish Saving the World,2022,1h 28m,R,5.6,61
4892,3. The Man with the Iron Fists,2012,1h 35m,R,5.4,51
4893,4. Into the Grizzly Maze,2015,1h 34m,R,5.3,43
4894,5. Misbehaviour,2020,1h 46m,Not Rated,6.3,62
4895,6. Jackass Presents: Bad Grandpa,2013,1h 32m,R,6.5,54
4896,7. They Came Together,2014,1h 23m,R,5.6,60
4897,8. Empire State,2013,1h 34m,R,5.2,0
4898,9. Stolen,2012,1h 36m,R,5.5,43
4899,0. Flashback,2020,1h 37m,R,5.4,49
4900,1. My Week with Marilyn,2011,1h 39m,R,6.9,65
4901,"2. My Sailor, My Love",2022,1h 43m,No,7.1,61
4902,"3. The Goods: Live Hard, Sell Hard",2009,1h 29m,R,5.7,39
4903,4. Heavy Metal 2000,2000,1h 28m,R,5.4,0
4904,5. Love in the Time of Cholera,2007,2h 19m,R,6.4,43
4905,6. The Forgotten,2004,1h 31m,PG-13,5.8,43
4906,7. The Namesake,2006,2h 2m,PG-13,7.5,82
4907,8. Jackass: The Movie,2002,1h 25m,R,6.6,42
4908,9. The Sleeping Dictionary,2003,1h 49m,R,6.5,0
4909,0. World's Greatest Dad,2009,1h 39m,R,6.9,69
4910,1. Hector and the Search for Happiness,2014,1h 54m,R,6.9,29
4911,2. Queen of the Desert,2015,2h 8m,PG-13,5.7,39
4912,3. Summerland,2020,1h 39m,PG,7.0,56
4913,4. Final Fantasy: The Spirits Within,2001,1h 46m,PG-13,6.4,49
4914,5. Grace of Monaco,2014,1h 43m,Not Rated,5.7,21
4915,6. Dragon Blade,2015,2h 7m,R,5.9,41
4916,7. The Boxtrolls,2014,1h 36m,PG,6.8,61
4917,8. Trouble Every Day,2001,1h 41m,Not Rated,5.9,40
4918,9. Queen Rock Montreal,2024,1h 35m,No,8.5,0
4919,0. The Tempest,2010,1h 50m,PG-13,5.3,43
4920,1. Young Adam,2003,1h 38m,NC-17,6.3,67
4921,2. Promised Land,2012,1h 46m,R,6.6,55
4922,3. Sea Fever,2019,1h 35m,TV-14,5.7,60
4923,4. Emperor,2012,1h 45m,PG-13,6.5,48
4924,5. Life of Belle,2024,1h 13m,No,5.3,0
4925,6. The Virtuoso,2021,1h 50m,R,5.0,24
4926,7. Ripley Under Ground,2005,1h 41m,No,5.9,0
4927,8. Where Hope Grows,2014,1h 35m,PG-13,6.6,41
4928,9. Mountain Top,2017,1h 42m,No,7.1,0
4929,0. The Rebound,2009,1h 35m,R,6.3,0
4930,1. The Devil's Candy,2015,1h 19m,Not Rated,6.4,72
4931,2. Big Trouble,2002,1h 25m,PG-13,6.4,47
